"SideBID","Year","DyadId","ConflictId","Location","GWNoLoc","SideA","GWNoA","SideA2nd","GWNoA2nd","SideB","SideB2nd","Incompatibility","TerritoryName","IntensityLevel","TypeOfConflict","rebel_age","origin","origin.name","parent.org.subset","splinter.source","ideology","delete","extraterritorial","rebpolwing","rebpolwinglegal","rebestimate","rebestlow","rebesthigh","rebstrength","centcontrol","strengthcent","mobcap","armsproc","fightcap","terrcont","terrname","effterrcont","conflicttype","transconstsupp","rebextpart","rebpresosts","presname","rebel.support","rtypesup","rsupname","gov.support","gtypesup","gsupname","govextpart","type.of.termination","prevactive","rebpolwing_bin","transconstsupp_bin","rebextpart_bin","rebpresosts_bin","rebel.support_bin","gov.support_bin","govextpart_bin","conflicttype_recode","duration","tot_eth","tot_eth_countries","eth_claim","eth_recruitment","eth_support","excluded","power_sharing","absolute","reg_aut","upgrade","downgrade","maxsize","minsize","conflicts","location","splinter.name","death","death.year","start","time","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","genocide","rummel","massive_repression","executions","killing","additive","latentmean","latentsd","latentmean_lag","latentmean_lag2","latentmean_diff","latentmean_diff2","mtnest","Oil","ethfrac","relfrac","polity2","pop","realgdp","rgdppc","area","loot.dia","loot.gem","loot.gold","loot.oil","loot.drugs","lootable","tot.resource.sites","time1","stronger","multieth"
1298,2001,27,"1-91","Chad","483","Government of Chad",483,"","","MDJT","","government","",1,"internal",2,"civilian gov","Forces of Youssouf Togoimi",1,0,"Regime Change",NA,0,"no",NA,NA,NA,NA,"much weaker","yes","moderate","low","low","low","no",NA,NA,"civil war","no","no","some","Libya ",NA,"non-military","Libya",NA,"military","France","no","low activity",0,0,0,0,1,NA,NA,0,"civil war",1096,1,1,0,1,1,0,1,0,0,0,0,0.04,0.04,1,NA,NA,0,NA,1999,2,1,0,1,1,4,4,NA,4,0,NA,NA,NA,0,3,-0.794320052952216,0.213589682734948,-0.799672672014529,-0.94106075738047,0.00535261906231299,0.141388085365941,8.5,NA,0.82627284526825,NA,-2,8517.94,7914.31,929.13,1259200,1,0,1,1,0,1,8,3,0,0
1298,2002,27,"1-91","Chad","483","Government of Chad",483,"","","MDJT","","government","",1,"internal",3,"civilian gov","Forces of Youssouf Togoimi",1,0,"Regime Change",NA,0,"no",NA,NA,NA,NA,"much weaker","yes","moderate","low","low","low","no",NA,NA,"civil war","no","no","some","Libya ",NA,"non-military","Libya",NA,"military","France","no","low activity",0,0,0,0,1,NA,NA,0,"civil war",1096,1,1,0,1,1,0,1,0,0,0,0,0.04,0.04,1,NA,NA,0,NA,1999,3,2,0,2,0,2,4,NA,3,0,NA,NA,NA,0,4,-0.663679695476616,0.223672950853622,-0.794320052952216,-0.799672672014529,0.1306403574756,0.00535261906231299,8.5,NA,0.82627284526825,NA,-2,8831.2,8346.86,945.16,1259200,1,0,1,1,0,1,8,4,0,0
1298,2003,27,"1-91","Chad","483","Government of Chad",483,"","","MDJT","","government","",1,"internal",4,"civilian gov","Forces of Youssouf Togoimi",1,0,"Regime Change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0,1,0,0,0,0,0.04,0.04,1,NA,NA,0,NA,1999,4,1,1,2,0,3,4,NA,NA,0,NA,NA,NA,0,4,-0.682335933380795,0.219071021164358,-0.663679695476616,-0.794320052952216,-0.018656237904179,0.1306403574756,8.5,NA,0.82627284526825,NA,-2,9153.89,9911.01,1082.71,1259200,1,0,1,1,0,1,8,5,NA,0
1397,1997,35,"1-213","Comoros","581","Government of Comoros",581,"","","MPA/Republic of Anjouan","","territory","Anjouan",1,"internal",0,"political organization","",0,0,"Secessionist",NA,0,"no",NA,NA,NA,NA,"stronger","yes",NA,NA,NA,NA,"yes","Anjouan","high","secessionist conflict","no","no","no","","no",NA,"","no",NA,"","no","ceasefire",0,0,0,0,0,0,0,0,"identity",4,0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,0,NA,1997,0,NA,NA,NA,NA,2,3,4,NA,0,NA,NA,NA,0,NA,0.790300250160477,0.272850722207215,NA,NA,NA,NA,NA,NA,NA,NA,4,520.15,536.7,1031.81,1861,0,1,0,0,0,1,8,1,1,0
1399,1993,36,"1-214","Congo","484","Government of Congo",484,"","","Ninjas","","government","",1,"internal",0,"political organization","MCDDI",0,0,"Ethnic Grievances",NA,0,"explicit link","yes",1400,1000,1500,"weaker","yes","high","low","low","moderate","no",NA,NA,NA,"no","no","no",NA,"no",NA,NA,"no",NA,NA,"no","ceasefire",0,1,0,0,0,0,0,0,NA,50,1,1,0,1,0,1,0,0,0,0,0,0.3,0.3,1,NA,NA,0,NA,1993,0,0,0,0,0,3,4,3,NA,0,NA,NA,NA,1,0,-0.759140397523343,0.207316452639654,NA,NA,NA,NA,0,1,0.657212376594543,0.519199967384338,5,2588.27,8218.16,3175.15,341500,1,0,1,1,0,1,3,1,0,0
1399,1998,36,"1-214","Congo","484","Government of Congo",484,"Government of Angola, Government of Chad","540, 483","Ninjas","","government","",1,"internationalized",5,"political organization","MCDDI",0,0,"Ethnic Grievances",NA,0,"acknowledged link","no",1000,1000,1000,"weaker","yes","low","low","low","moderate","no",NA,NA,"civil war","no","no","no","","no",NA,"",NA,"troops","Angola ","no","low activity",1,1,0,0,0,0,NA,0,"civil war",380,1,1,0,1,0,1,0,0,0,0,1,0.3,0.3,1,NA,NA,0,NA,1993,5,1,0,1,1,4,5,3,3,0,NA,NA,NA,1,3,-1.32539164577421,0.220983756023037,-0.759140397523343,NA,-0.566251248250867,NA,0,1,0.657212376594543,0.519199967384338,-6,2973.33,5289.42,1778.95,341500,1,0,1,1,0,1,3,6,0,0
1399,1999,36,"1-214","Congo","484","Government of Congo",484,"Government of Angola, Government of Chad","540, 483","Ninjas","","government","",1,"internationalized",6,"political organization","MCDDI",0,0,"Ethnic Grievances",NA,0,"acknowledged link","no",1000,1000,1000,"weaker","yes","low","low","low","moderate","no",NA,NA,"civil war","no","no","no","","no",NA,"",NA,"troops","Angola ","no","low activity",1,1,0,0,0,0,NA,0,"civil war",380,1,1,0,1,0,1,0,0,0,0,0,0.3,0.3,1,NA,NA,0,NA,1993,6,0,0,0,0,5,5,2,5,0,NA,NA,NA,1,0,-1.36593734070853,0.230087268791885,-1.32539164577421,-0.759140397523343,-0.0405456949343199,-0.566251248250867,0,1,0.657212376594543,0.519199967384338,-6,3055.44,6723.99,2200.66,341500,1,0,1,1,0,1,3,7,0,0
1400,1997,37,"1-214","Congo","484","Government of Congo",484,"Government of Angola, Government of Chad","540, 483","Cocoyes","","government","",1,"internationalized",0,"political organization","UPADS",0,0,"Ethnic Grievances",NA,0,"acknowledged link","no",1000,1000,1000,"weaker","yes","low","low","low","moderate","no",NA,NA,"civil war","no","no","no","","no",NA,"",NA,"troops","Angola ","no","low activity",0,1,0,0,0,0,NA,0,"civil war",802,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,0,NA,1997,0,1,0,0,0,5,5,4,1,0,NA,NA,NA,1,1,-1.34407643562668,0.224427484784166,NA,NA,NA,NA,0,1,0.657212376594543,0.519199967384338,-6,2890.84,6563.95,2270.6,341500,1,0,1,1,0,1,3,1,0,0
1400,1998,37,"1-214","Congo","484","Government of Congo",484,"Government of Angola, Government of Chad","540, 483","Cocoyes","","government","",1,"internationalized",1,"political organization","UPADS",0,0,"Ethnic Grievances",NA,0,"acknowledged link","no",1000,1000,1000,"weaker","yes","low","low","low","moderate","no",NA,NA,"civil war","no","no","no","","no",NA,"",NA,"troops","Angola ","no","low activity",0,1,0,0,0,0,NA,0,"civil war",802,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,0,NA,1997,1,1,0,1,1,4,5,3,3,0,NA,NA,NA,1,3,-1.32539164577421,0.220983756023037,-1.34407643562668,NA,0.01868478985247,NA,0,1,0.657212376594543,0.519199967384338,-6,2973.33,5289.42,1778.95,341500,1,0,1,1,0,1,3,2,0,0
1400,1999,37,"1-214","Congo","484","Government of Congo",484,"Government of Angola, Government of Chad","540, 483","Cocoyes","","government","",1,"internationalized",2,"political organization","UPADS",0,0,"Ethnic Grievances",NA,0,"acknowledged link","no",1000,1000,1000,"weaker","yes","low","low","low","moderate","no",NA,NA,"civil war","no","no","no","","no",NA,"",NA,"troops","Angola ","no","low activity",0,1,0,0,0,0,NA,0,"civil war",802,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,0,NA,1997,2,0,0,0,0,5,5,2,5,0,NA,NA,NA,1,0,-1.36593734070853,0.230087268791885,-1.32539164577421,-1.34407643562668,-0.0405456949343199,0.01868478985247,0,1,0.657212376594543,0.519199967384338,-6,3055.44,6723.99,2200.66,341500,1,0,1,1,0,1,3,3,0,0
1401,1998,38,"1-214","Congo","484","Government of Congo",484,"Government of Angola, Government of Chad","540, 483","Ntsiloulous","","government","",2,"internationalized",0,"religious organization","",0,0,"Ethnic Grievances",NA,0,"no",NA,1750,500,3000,"weaker","yes","moderate","low","low","moderate","no",NA,NA,"civil war","no","no","no","","no",NA,"",NA,"troops","Angola ","no","monitored ceasefire",0,0,0,0,0,0,NA,0,"civil war",1478,1,1,1,1,0,1,0,0,0,0,1,0.3,0.3,1,NA,NA,0,NA,1998,0,1,0,1,1,4,5,3,3,0,NA,NA,NA,1,3,-1.32539164577421,0.220983756023037,NA,NA,NA,NA,0,1,0.657212376594543,0.519199967384338,-6,2973.33,5289.42,1778.95,341500,1,0,1,1,0,1,3,1,0,0
1401,1999,38,"1-214","Congo","484","Government of Congo",484,"Government of Angola, Government of Chad","540, 483","Ntsiloulous","","government","",1,"internationalized",1,"religious organization","",0,0,"Ethnic Grievances",NA,0,"no",NA,1750,500,3000,"weaker","yes","moderate","low","low","moderate","no",NA,NA,"civil war","no","no","no","","no",NA,"",NA,"troops","Angola ","no","monitored ceasefire",0,0,0,0,0,0,NA,0,"civil war",1478,1,1,1,1,0,1,0,0,0,0,0,0.3,0.3,1,NA,NA,0,NA,1998,1,0,0,0,0,5,5,2,5,0,NA,NA,NA,1,0,-1.36593734070853,0.230087268791885,-1.32539164577421,NA,-0.0405456949343199,NA,0,1,0.657212376594543,0.519199967384338,-6,3055.44,6723.99,2200.66,341500,1,0,1,1,0,1,3,2,0,0
1401,2002,38,"1-214","Congo","484","Government of Congo",484,"Government of Angola","540","Ntsiloulous","","government","",1,"internationalized",4,"religious organization","",0,0,"Ethnic Grievances",NA,0,"no",NA,1750,500,3000,"weaker","yes","moderate","low","low","moderate","no",NA,NA,"civil war","no","no","no","","no",NA,"",NA,"troops","Angola ","no","monitored ceasefire",0,0,0,0,0,0,NA,0,"civil war",1478,1,1,1,1,0,1,0,0,0,0,0,0.3,0.3,1,NA,NA,0,NA,1998,4,1,0,1,0,4,4,NA,NA,0,NA,NA,NA,0,2,-0.713081550552086,0.219465949839046,-1.36593734070853,-1.32539164577421,0.652855790156444,-0.0405456949343199,0,NA,0.657212376594543,NA,-4,3288.92,8050.75,2447.84,341500,1,0,1,1,0,1,3,5,0,0
1268,1996,39,"1-86","DR Congo (Zaire)","490","Government of DR Congo (Zaire) ",490,"","","AFDL","Government of Rwanda","government","",2,"internationalized",0,"alliance","Coalition of DRC rebels and foreign militaries",0,0,"",NA,0,"no",NA,20000,20000,40000,"parity","yes","moderate","moderate","moderate","moderate","yes","Much of Eastern Zaire","moderate","civil war","no","no","extensive","Rwanda",NA,"troops","Rwanda; Uganda; Angola; Zambia","no",NA,"","no","rebel victory",0,0,0,0,1,NA,0,0,"civil war",211,1,1,1,1,1,1,0,0,0,0,0,0.02,0.02,1,NA,NA,0,NA,1996,0,NA,NA,NA,NA,4,5,4,NA,0,NA,NA,NA,1,NA,-1.78346760809074,0.23188246305949,NA,NA,NA,NA,4.19999980926514,0,0.901631832122803,0.680000007152557,0,45295.04,12122.64,267.64,2267050,1,0,1,1,0,1,43,1,0,0
1268,1997,39,"1-86","DR Congo (Zaire)","490","Government of DR Congo (Zaire) ",490,"","","AFDL","Government of Angola, Government of Rwanda, Government of Uganda","government","",2,"internationalized",1,"alliance","Coalition of DRC rebels and foreign militaries",0,0,"",NA,0,"no",NA,20000,20000,40000,"parity","yes","moderate","moderate","moderate","moderate","yes","Much of Eastern Zaire","moderate","civil war","no","no","extensive","Rwanda",NA,"troops","Rwanda; Uganda; Angola; Zambia","no",NA,"","no","rebel victory",0,0,0,0,1,NA,0,0,"civil war",211,1,1,1,1,1,1,0,0,0,0,0,0.02,0.02,1,NA,NA,0,NA,1996,1,NA,NA,NA,NA,5,5,4,NA,0,NA,NA,NA,1,NA,-1.92912271588276,0.237204091083677,-1.78346760809074,NA,-0.14565510779202,NA,4.19999980926514,0,0.901631832122803,0.680000007152557,0,46369.33,12268.09,264.57,2267050,1,0,1,1,0,1,43,2,0,0
1270,1998,40,"1-86","DR Congo (Zaire)","490","Government of DR Congo (Zaire) ",490,"Government of Angola, Government of Chad, Government of Namibia, Government of Zimbabwe (Rhodesia)","540, 483, 565, 552","RCD","Government of Rwanda, Government of Uganda","government","",2,"internationalized",0,"political organization","RCD",0,1,"Democracy",NA,0,"no",NA,40000,15000,60000,"parity","yes","low","low","moderate","moderate","yes","Parts of the Kivu region of Eastern Zaire","low","civil war","tacit","major","extensive","Rwanda; Uganda; Angola",NA,"troops","Rwanda  ",NA,"troops","Sudan; Libya; Angola; Chad; Zimbabwe; Namibia","no","peace agreement",0,0,1,1,1,NA,NA,0,"civil war",1238,1,1,1,1,0,0,1,0,0,1,0,0.02,0.02,1,NA,NA,0,NA,1998,0,NA,NA,NA,NA,5,5,4,NA,0,NA,NA,NA,1,NA,-1.96922583136286,0.241997751300803,NA,NA,NA,NA,4.19999980926514,0,0.901631832122803,0.680000007152557,0,47373.59,11580.25,244.45,2267050,1,0,1,1,0,1,43,1,0,0
1270,1999,40,"1-86","DR Congo (Zaire)","490","Government of DR Congo (Zaire) ",490,"Government of Angola, Government of Chad, Government of Namibia, Government of Zimbabwe (Rhodesia)","540, 483, 565, 552","RCD","Government of Rwanda, Government of Uganda","government","",2,"internationalized",1,"political organization","RCD",0,1,"Democracy",NA,0,"no",NA,40000,15000,60000,"parity","yes","low","low","moderate","moderate","yes","Parts of the Kivu region of Eastern Zaire","low","civil war","tacit","major","extensive","Rwanda; Uganda; Angola",NA,"troops","Rwanda  ",NA,"troops","Sudan; Libya; Angola; Chad; Zimbabwe; Namibia","no","peace agreement",0,0,1,1,1,NA,NA,0,"civil war",1238,1,1,1,1,0,1,0,0,0,0,1,0.02,0.02,1,NA,NA,0,NA,1998,1,NA,NA,NA,NA,5,5,4,NA,0,NA,NA,NA,1,NA,-1.98197046625818,0.241524627788087,-1.96922583136286,NA,-0.0127446348953202,NA,4.19999980926514,0,0.901631832122803,0.680000007152557,0,48429.88,11905.79,245.84,2267050,1,0,1,1,0,1,43,2,0,0
1270,2000,40,"1-86","DR Congo (Zaire)","490","Government of DR Congo (Zaire) ",490,"Government of Angola, Government of Namibia, Government of Zimbabwe (Rhodesia)","540, 565, 552","RCD","Government of Rwanda","government","",1,"internationalized",2,"political organization","RCD",0,1,"Democracy",NA,0,"no",NA,40000,15000,60000,"parity","yes","low","low","moderate","moderate","yes","Parts of the Kivu region of Eastern Zaire","low","civil war","tacit","major","extensive","Rwanda; Uganda; Angola",NA,"troops","Rwanda  ",NA,"troops","Sudan; Libya; Angola; Chad; Zimbabwe; Namibia","no","peace agreement",0,0,1,1,1,NA,NA,0,"civil war",1238,1,1,1,1,0,1,0,0,0,0,0,0.02,0.02,1,NA,NA,0,NA,1998,2,NA,NA,NA,NA,5,5,NA,NA,0,NA,NA,NA,1,NA,-1.98022494281888,0.243376117112343,-1.98197046625818,-1.96922583136286,0.00174552343930001,-0.0127446348953202,4.19999980926514,NA,0.901631832122803,NA,0,49626.2,10775.58,217.14,2267050,1,0,1,1,0,1,43,3,0,0
1270,2001,40,"1-86","DR Congo (Zaire)","490","Government of DR Congo (Zaire) ",490,"Government of Angola, Government of Namibia, Government of Zimbabwe (Rhodesia)","540, 565, 552","RCD","Government of Rwanda","government","",1,"internationalized",3,"political organization","RCD",0,1,"Democracy",NA,0,"no",NA,40000,15000,60000,"parity","yes","low","low","moderate","moderate","yes","Parts of the Kivu region of Eastern Zaire","low","civil war","tacit","major","extensive","Rwanda; Uganda; Angola",NA,"troops","Rwanda  ",NA,"troops","Sudan; Libya; Angola; Chad; Zimbabwe; Namibia","no","peace agreement",0,0,1,1,1,NA,NA,0,"civil war",1238,1,1,1,1,0,1,0,0,0,0,0,0.02,0.02,1,NA,NA,0,NA,1998,3,0,0,0,0,4,5,NA,5,0,NA,NA,NA,0,0,-1.87621255354536,0.236218614950962,-1.98022494281888,-1.98197046625818,0.10401238927352,0.00174552343930001,4.19999980926514,NA,0.901631832122803,NA,0,50989.42,10364.68,203.27,2267050,1,0,1,1,0,1,43,4,0,0
1269,1998,41,"1-86","DR Congo (Zaire)","490","Government of DR Congo (Zaire) ",490,"Government of Angola, Government of Chad, Government of Namibia, Government of Zimbabwe (Rhodesia)","540, 483, 565, 552","MLC","Government of Uganda","government","",1,"internationalized",0,"splinter","FLC",1,0,"Regime Change",NA,0,"no",NA,12000,10000,15000,"weaker","yes","high","moderate","moderate","moderate","yes","Equateur Province","high","civil war","no","no","extensive","Uganda",NA,"troops","Uganda",NA,"troops","Sudan; Libya; Angola; Chad; Zimbabwe; Namibia","no","peace agreement",0,0,0,0,1,NA,NA,0,"civil war",1150,4,1,4,4,4,4,0,0,0,0,1,0.16,0.02,1,NA,NA,0,NA,1998,0,NA,NA,NA,NA,5,5,4,NA,0,NA,NA,NA,1,NA,-1.96922583136286,0.241997751300803,NA,NA,NA,NA,4.19999980926514,0,0.901631832122803,0.680000007152557,0,47373.59,11580.25,244.45,2267050,1,0,1,1,0,1,43,1,0,1
1269,1999,41,"1-86","DR Congo (Zaire)","490","Government of DR Congo (Zaire) ",490,"Government of Angola, Government of Chad, Government of Namibia, Government of Zimbabwe (Rhodesia)","540, 483, 565, 552","MLC","Government of Uganda","government","",2,"internationalized",1,"splinter","FLC",1,0,"Regime Change",NA,0,"no",NA,12000,10000,15000,"weaker","yes","high","moderate","moderate","moderate","yes","Equateur Province","high","civil war","no","no","extensive","Uganda",NA,"troops","Uganda",NA,"troops","Sudan; Libya; Angola; Chad; Zimbabwe; Namibia","no","peace agreement",0,0,0,0,1,NA,NA,0,"civil war",1150,4,1,4,4,4,4,0,0,0,0,0,0.16,0.02,1,NA,NA,0,NA,1998,1,NA,NA,NA,NA,5,5,4,NA,0,NA,NA,NA,1,NA,-1.98197046625818,0.241524627788087,-1.96922583136286,NA,-0.0127446348953202,NA,4.19999980926514,0,0.901631832122803,0.680000007152557,0,48429.88,11905.79,245.84,2267050,1,0,1,1,0,1,43,2,0,1
1269,2000,41,"1-86","DR Congo (Zaire)","490","Government of DR Congo (Zaire) ",490,"Government of Angola, Government of Namibia, Government of Zimbabwe (Rhodesia)","540, 565, 552","MLC","Government of Uganda","government","",1,"internationalized",2,"splinter","FLC",1,0,"Regime Change",NA,0,"no",NA,12000,10000,15000,"weaker","yes","high","moderate","moderate","moderate","yes","Equateur Province","high","civil war","no","no","extensive","Uganda",NA,"troops","Uganda",NA,"troops","Sudan; Libya; Angola; Chad; Zimbabwe; Namibia","no","peace agreement",0,0,0,0,1,NA,NA,0,"civil war",1150,4,1,4,4,4,4,0,0,0,0,0,0.16,0.02,1,NA,NA,0,NA,1998,2,NA,NA,NA,NA,5,5,NA,NA,0,NA,NA,NA,1,NA,-1.98022494281888,0.243376117112343,-1.98197046625818,-1.96922583136286,0.00174552343930001,-0.0127446348953202,4.19999980926514,NA,0.901631832122803,NA,0,49626.2,10775.58,217.14,2267050,1,0,1,1,0,1,43,3,0,1
1382,1991,43,"1-184","Djibouti","522","Government of Djibouti",522,"","","FRUD","","government","",1,"internal",0,"political organization","",0,1,"Regime Change",NA,0,"explicit link","no",4500,4500,4500,"parity","yes","moderate","moderate","moderate","moderate","yes","Parts of Northern Djibouti","moderate","ethnic conflict","tacit","no","no","","no",NA,"","no",NA,"","no","peace agreement",0,1,1,0,0,0,0,0,"identity",1140,1,1,1,1,0,1,0,0,0,0,0,0.36,0.36,1,NA,NA,0,NA,1991,0,NA,NA,NA,NA,3,3,4,NA,0,NA,NA,NA,0,NA,-0.288157691390157,0.230111325463756,NA,NA,NA,NA,3.89999985694885,0,0.693339109420776,0.112800002098083,-8,581.64,1091.7,1876.93,23180,NA,NA,NA,NA,NA,NA,NA,1,0,0
1382,1992,43,"1-184","Djibouti","522","Government of Djibouti",522,"","","FRUD","","government","",1,"internal",1,"political organization","",0,1,"Regime Change",NA,0,"explicit link","no",4500,4500,4500,"parity","yes","moderate","moderate","moderate","moderate","yes","Parts of Northern Djibouti","moderate","ethnic conflict","tacit","no","no","","no",NA,"","no",NA,"","no","peace agreement",0,1,1,0,0,0,0,0,"identity",1140,1,1,1,1,0,1,0,0,0,0,0,0.36,0.36,1,NA,NA,0,NA,1991,1,NA,NA,NA,NA,3,3,3,NA,0,NA,NA,NA,0,NA,-0.382057196631294,0.233189693089148,-0.288157691390157,NA,-0.093899505241137,NA,3.89999985694885,0,0.693339109420776,0.112800002098083,-7,594.44,1311.89,2206.95,23180,NA,NA,NA,NA,NA,NA,NA,2,0,0
1382,1993,43,"1-184","Djibouti","522","Government of Djibouti",522,"","","FRUD","","government","",1,"internal",2,"political organization","",0,1,"Regime Change",NA,0,"explicit link","no",4500,4500,4500,"parity","yes","moderate","moderate","moderate","moderate","yes","Parts of Northern Djibouti","moderate","ethnic conflict","tacit","no","no","","no",NA,"","no",NA,"","no","peace agreement",0,1,1,0,0,0,0,0,"identity",1140,1,1,1,1,0,1,0,0,0,0,0,0.36,0.36,1,NA,NA,0,NA,1991,2,NA,NA,NA,NA,NA,4,3,NA,0,NA,NA,NA,0,NA,-0.429747737381373,0.251622849112762,-0.382057196631294,-0.288157691390157,-0.047690540750079,-0.093899505241137,3.89999985694885,0,0.693339109420776,0.112800002098083,-7,603.53,1651.75,2736.79,23180,NA,NA,NA,NA,NA,NA,NA,3,0,0
1382,1994,43,"1-184","Djibouti","522","Government of Djibouti",522,"","","FRUD","","government","",1,"internal",3,"political organization","",0,1,"Regime Change",NA,0,"explicit link","no",4500,4500,4500,"parity","yes","moderate","moderate","moderate","moderate","yes","Parts of Northern Djibouti","moderate","ethnic conflict","tacit","no","no","","no",NA,"","no",NA,"","no","peace agreement",0,1,1,0,0,0,0,0,"identity",1140,1,1,1,1,0,1,0,0,0,0,0,0.36,0.36,1,NA,NA,0,NA,1991,3,NA,NA,NA,NA,4,3,2,NA,0,NA,NA,NA,0,NA,-0.248587481316065,0.23749127790508,-0.429747737381373,-0.382057196631294,0.181160256065308,-0.047690540750079,3.89999985694885,0,0.693339109420776,0.112800002098083,-7,613.22,1249.19,2037.11,23180,NA,NA,NA,NA,NA,NA,NA,4,0,0
1383,1999,44,"1-184","Djibouti","522","Government of Djibouti",522,"","","FRUD - AD","","government","",1,"internal",0,"splinter","FRUD",1,0,"Regime Change",NA,0,"explicit link","no",NA,NA,NA,"weaker","yes","moderate",NA,NA,NA,NA,NA,NA,"ethnic conflict","tacit","no","no",NA,"alleged","military","Eritrea",NA,"military","France","no","peace agreement",1,1,1,0,0,1,NA,0,"identity",822,1,1,1,1,0,0,1,0,0,0,0,0.36,0.36,1,NA,NA,0,NA,1999,0,NA,NA,NA,NA,3,3,4,NA,0,NA,NA,NA,0,NA,-0.118192177034309,0.242134676281228,NA,NA,NA,NA,3.89999985694885,0,0.693339109420776,0.112800002098083,2,711.57,1384.41,1945.56,23180,NA,NA,NA,NA,NA,NA,NA,1,0,0
1255,1976,46,"1-70","Ethiopia","530","Government of Ethiopia",530,"","","TPLF","","government","",2,"internal",0,"political organization","TPLF",0,0,"Communist",NA,0,"explicit link","no",20000,10000,50000,"weaker","yes","high","moderate","low","low","yes","Parts of Tigraya","moderate","civil war","no","no","some","Sudan","no",NA,"",NA,"military","USSR; Cuba; Israel","no","rebels absorbed",0,1,0,0,1,0,NA,0,"civil war",4748,1,1,1,1,1,1,0,0,0,0,0,0.0608,0.0608,1,NA,NA,0,NA,1976,0,NA,NA,NA,NA,5,4,NA,NA,1,1,1,1,NA,NA,-2.48396945875518,0.252668040060168,NA,NA,NA,NA,70.3999862670898,0,0.693593263626099,0.612200021743774,-7,33486.29,19915.62,594.74,1101000,0,1,1,0,1,1,5,1,0,0
1255,1978,46,"1-70","Ethiopia","530","Government of Ethiopia",530,"","","TPLF","","government","",1,"internal",2,"political organization","TPLF",0,0,"Communist",NA,0,"explicit link","no",20000,10000,50000,"weaker","yes","high","moderate","low","low","yes","Parts of Tigraya","moderate","civil war","no","no","some","Sudan","no",NA,"",NA,"military","USSR; Cuba; Israel","no","rebels absorbed",0,1,0,0,1,0,NA,0,"civil war",4748,1,1,1,1,1,1,0,0,0,0,0,0.0608,0.0608,1,NA,NA,0,NA,1976,2,NA,NA,NA,NA,5,5,NA,NA,1,1,1,0,NA,NA,-2.59580543169923,0.263097382975421,-2.48396945875518,NA,-0.11183597294405,NA,70.3999862670898,0,0.693593263626099,0.612200021743774,-7,34294.03,20511.1,598.1,1101000,0,1,1,0,1,1,5,3,0,0
1255,1979,46,"1-70","Ethiopia","530","Government of Ethiopia",530,"","","TPLF","","government","",1,"internal",3,"political organization","TPLF",0,0,"Communist",NA,0,"explicit link","no",20000,10000,50000,"weaker","yes","high","moderate","low","low","yes","Parts of Tigraya","moderate","civil war","no","no","some","Sudan","no",NA,"",NA,"military","USSR; Cuba; Israel","no","rebels absorbed",0,1,0,0,1,0,NA,0,"civil war",4748,1,1,1,1,1,1,0,0,0,0,0,0.0608,0.0608,1,NA,NA,0,NA,1976,3,NA,NA,NA,NA,4,4,NA,NA,1,1,1,0,NA,NA,-2.33260435732638,0.233571061877922,-2.59580543169923,-2.48396945875518,0.26320107437285,-0.11183597294405,70.3999862670898,0,0.693593263626099,0.612200021743774,-7,34773.64,20986.75,603.52,1101000,0,1,1,0,1,1,5,4,0,0
1255,1980,46,"1-70","Ethiopia","530","Government of Ethiopia",530,"","","TPLF","","government","",2,"internal",4,"political organization","TPLF",0,0,"Communist",NA,0,"explicit link","no",20000,10000,50000,"weaker","yes","high","moderate","low","low","yes","Parts of Tigraya","moderate","civil war","no","no","some","Sudan","no",NA,"",NA,"military","USSR; Cuba; Israel","no","rebels absorbed",0,1,0,0,1,0,NA,0,"civil war",4748,1,1,1,1,1,1,0,0,0,0,0,0.0608,0.0608,1,NA,NA,0,NA,1976,4,NA,NA,NA,NA,4,5,NA,NA,0,1,0,1,NA,NA,-2.07846670761026,0.221691152406108,-2.33260435732638,-2.59580543169923,0.25413764971612,0.26320107437285,70.3999862670898,0,0.693593263626099,0.612200021743774,-7,35426.28,22336.52,630.51,1101000,0,1,1,0,1,1,5,5,0,0
