"DyadId","ConflictId","Year","Location","GWNoLoc","SideA","GWNoA","SideA2nd","GWNoA2nd","SideB","SideBID","SideB2nd","Incompatibility","TerritoryName","IntensityLevel","TypeOfConflict","rebel_age","origin","origin.name","parent.org.subset","splinter.source","ideology","extraterritorial","rebpolwing","rebpolwinglegal","rebestimate","rebestlow","rebesthigh","rebstrength","centcontrol","strengthcent","mobcap","armsproc","fightcap","terrcont","terrname","effterrcont","conflicttype","transconstsupp","rebextpart","rebpresosts","presname","rebel.support","rtypesup","rsupname","gov.support","gtypesup","gsupname","govextpart","type.of.termination","prevactive","rebpolwing_bin","transconstsupp_bin","rebextpart_bin","rebpresosts_bin","rebel.support_bin","gov.support_bin","govextpart_bin","conflicttype_recode","duration","tot_eth","tot_eth_countries","eth_claim","eth_recruitment","eth_support","excluded","power_sharing","absolute","reg_aut","upgrade","downgrade","maxsize","minsize","new_ep","monoeth","multieth","noneth","new.joiner","new.splinter","new.alliance","new.mono.alliance","new.multi.alliance","splinter","alliance","joiner","originator","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","genocide","rummel","massive_repression","executions","killing","additive","latentmean","latentsd","mtnest","Oil","ethfrac","relfrac","country_ethnic","country_excluded","oilpc","oil.pc.exports","pop","realgdp","rgdppc","area","polity2","mediation","cont_interstate","cont_civil","cont_maxint","external_supporters","loot.dia","loot.gem","loot.gold","loot.oil","loot.drugs","lootable","tot.resource.sites","BdBest"
127,"1-179",1993,"Rwanda","517","Government of Rwanda",517,"","","FPR",1379,"","government","",1,"internal",3,"civilian gov","",0,0,"Ethnic Grievances",0,"no",NA,15000,3000,20000,"stronger","yes","high","low","moderate","high","no",NA,NA,"ethnic conflict","explicit","major","extensive","Uganda",NA,"military","Uganda",NA,"military","Belgium; France; South Africa","no","rebel victory",0,0,1,1,1,NA,NA,0,"identity",1387,1,1,1,1,1,1,0,0,0,0,0,0.15,0.15,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,4,4,NA,0,NA,NA,NA,1,1,-1.65525272172136,0.220202092995901,73.3999938964844,0,0.129210829734802,0.5067999958992,2,1,NA,NA,5984.45,6631.45,1108.11,24670,-7,1,0,0,-Inf,1,0,0,1,0,0,1,3,353
127,"1-179",1994,"Rwanda","517","Government of Rwanda",517,"","","FPR",1379,"","government","",2,"internal",4,"civilian gov","",0,0,"Ethnic Grievances",0,"no",NA,15000,3000,20000,"stronger","yes","high","low","moderate","high","no",NA,NA,"ethnic conflict","explicit","major","extensive","Uganda",NA,"military","Uganda",NA,"military","Belgium; France; South Africa","no","rebel victory",0,0,1,1,1,NA,NA,0,"identity",1387,1,1,1,1,1,1,0,0,0,0,0,0.15,0.15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,NA,1,NA,NA,NA,1,0,-2.0482410047149,0.237587678861274,73.3999938964844,0,0.129210829734802,0.5067999958992,2,1,NA,NA,5648.31,2959.32,523.93,24670,-6,1,0,2,1,1,0,0,1,0,0,1,3,1054
128,"1-179",1996,"Rwanda","517","Government of Rwanda",517,"","","ALiR",2013,"","government","",1,"internal",0,"splinter","FAR II",1,0,"Ethnic Grievances",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,1,1,0,1,0,0,0,0.84,0.15,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,5,5,2,5,0,NA,NA,NA,1,1,-1.89998000614462,0.230293898076692,73.3999938964844,0,0.129210829734802,0.5067999958992,2,1,NA,0.178411158215291,5803.83,4542.12,782.61,24670,-6,0,0,3,2,0,0,0,1,0,0,1,3,60
128,"1-179",1997,"Rwanda","517","Government of Rwanda",517,"","","ALiR",2013,"","government","",1,"internal",1,"splinter","FAR II",1,0,"Ethnic Grievances",0,"explicit link","no",40000,10000,65000,"weaker","yes","low","moderate","low","low","no",NA,NA,"ethnic conflict","explicit","major","extensive","DRC; Kenya",NA,"military","DRC; allegedly Uganda, Tanzania, Kenya",NA,"non-military","USA","no","low activity",0,1,1,1,1,NA,NA,0,"identity",2046,2,1,2,1,1,1,0,1,0,0,0,0.84,0.15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,3,6,0,NA,NA,NA,1,0,-1.87062749294523,0.23113679312515,73.3999938964844,0,0.129210829734802,0.5067999958992,2,1,NA,0.129846470802165,6297.73,5179.37,822.42,24670,-6,0,0,3,2,0,0,0,1,0,0,1,3,636
128,"1-179",1998,"Rwanda","517","Government of Rwanda",517,"","","ALiR",2013,"","government","",2,"internal",2,"splinter","FAR II",1,0,"Ethnic Grievances",0,"explicit link","no",40000,10000,65000,"weaker","yes","low","moderate","low","low","no",NA,NA,"ethnic conflict","explicit","major","extensive","DRC; Kenya",NA,"military","DRC; allegedly Uganda, Tanzania, Kenya",NA,"non-military","USA","no","low activity",0,1,1,1,1,NA,NA,0,"identity",2046,2,1,2,1,1,1,0,1,0,0,0,0.84,0.15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,5,5,3,6,0,NA,NA,NA,0,2,-1.62848419282961,0.22728678047732,73.3999938964844,0,0.129210829734802,0.5067999958992,2,1,NA,NA,6944.12,5564.63,801.34,24670,-6,0,0,3,2,0,0,0,1,0,0,1,3,1096
128,"1-179",1999,"Rwanda","517","Government of Rwanda",517,"","","ALiR",2013,"","government","",1,"internal",3,"splinter","FAR II",1,0,"Ethnic Grievances",0,"explicit link","no",40000,10000,65000,"weaker","yes","low","moderate","low","low","no",NA,NA,"ethnic conflict","explicit","major","extensive","DRC; Kenya",NA,"military","DRC; allegedly Uganda, Tanzania, Kenya",NA,"non-military","USA","no","low activity",0,1,1,1,1,NA,NA,0,"identity",2046,2,1,2,1,1,1,0,1,0,0,0,0.84,0.15,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,5,4,3,6,0,NA,NA,NA,0,3,-1.34839122491524,0.219253110301861,73.3999938964844,0,0.129210829734802,0.5067999958992,2,1,NA,0.00194600696389321,7582.86,5685.01,749.72,24670,-6,0,0,3,2,0,0,0,1,0,0,1,3,315
128,"1-179",2000,"Rwanda","517","Government of Rwanda",517,"","","ALiR",2013,"","government","",1,"internal",4,"splinter","FAR II",1,0,"Ethnic Grievances",0,"explicit link","no",40000,10000,65000,"weaker","yes","low","moderate","low","low","no",NA,NA,"ethnic conflict","explicit","major","extensive","DRC; Kenya",NA,"military","DRC; allegedly Uganda, Tanzania, Kenya",NA,"non-military","USA","no","low activity",0,1,1,1,1,NA,NA,0,"identity",2046,2,1,2,1,1,1,0,1,0,0,0,0.84,0.15,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,4,4,NA,6,0,NA,NA,NA,0,2,-1.19360793903078,0.217670105770038,73.3999938964844,NA,0.129210829734802,NA,2,1,NA,NA,8098.34,5470.37,675.49,24670,-4,0,0,3,2,0,0,0,1,0,0,1,3,155
129,"1-180",1990,"Senegal","433","Government of Senegal",433,"","","MFDC",1381,"","territory","Casamance",1,"internal",0,"political organization","",0,0,"Secessionist",0,"no",NA,2000,300,4000,"weaker","no",NA,"moderate","low","low","yes","Casamance","low","secessionist conflict","no","no","extensive","Guinea-Bissau; Gambia","alleged","military","Mauritania; Gambia; Guinea-Bissau",NA,"military","USA; France","no","peace agreement",0,0,0,0,1,1,NA,0,"identity",4869,1,1,1,1,0,0,1,0,0,0,0,0.055,0.055,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,3,3,4,NA,0,NA,NA,NA,0,3,-0.465961599363549,0.204865569856699,0,0,0.722772240638733,0.149600028991699,5,0,1.96162226518973,12.327910967166,7241.57,13049.09,1801.97,192530,-1,0,0,1,1,3,0,0,1,1,0,1,2,58
129,"1-180",1992,"Senegal","433","Government of Senegal",433,"","","MFDC",1381,"","territory","Casamance",1,"internal",2,"political organization","",0,0,"Secessionist",0,"no",NA,2000,300,4000,"weaker","no",NA,"moderate","low","low","yes","Casamance","low","secessionist conflict","no","no","extensive","Guinea-Bissau; Gambia","alleged","military","Mauritania; Gambia; Guinea-Bissau",NA,"military","USA; France","no","peace agreement",0,0,0,0,1,1,NA,0,"identity",4869,1,1,1,1,0,0,1,0,0,0,0,0.055,0.055,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,3,3,NA,0,NA,NA,NA,0,2,-0.566916330671341,0.203337831033513,0,0,0.722772240638733,0.149600028991699,5,0,1.13348990725827,11.753528839202,7686.87,13003.18,1691.61,192530,-1,1,0,0,-Inf,0,0,0,1,1,0,1,2,78
129,"1-180",1993,"Senegal","433","Government of Senegal",433,"","","MFDC",1381,"","territory","Casamance",1,"internal",3,"political organization","",0,0,"Secessionist",0,"no",NA,2000,300,4000,"weaker","no",NA,"moderate","low","low","yes","Casamance","low","secessionist conflict","no","no","extensive","Guinea-Bissau; Gambia","alleged","military","Mauritania; Gambia; Guinea-Bissau",NA,"military","USA; France","no","peace agreement",0,0,0,0,1,1,NA,0,"identity",4869,1,1,1,1,0,0,1,0,0,0,0,0.055,0.055,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,3,3,NA,0,NA,NA,NA,0,3,-0.524002749522641,0.201038368558874,0,0,0.722772240638733,0.149600028991699,5,0,1.02007030231781,14.4337000504934,7915.08,12677.22,1601.65,192530,-1,1,0,0,-Inf,0,0,0,1,1,0,1,2,233
129,"1-180",1995,"Senegal","433","Government of Senegal",433,"","","MFDC",1381,"","territory","Casamance",1,"internal",5,"political organization","",0,0,"Secessionist",0,"no",NA,2000,300,4000,"weaker","no",NA,"moderate","low","low","yes","Casamance","low","secessionist conflict","no","no","extensive","Guinea-Bissau; Gambia","alleged","military","Mauritania; Gambia; Guinea-Bissau",NA,"military","USA; France","no","peace agreement",0,0,0,0,1,1,NA,0,"identity",4869,1,1,1,1,0,0,1,0,0,0,0,0.055,0.055,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,3,3,6,0,NA,NA,NA,0,2,-0.585055968545688,0.205082850402971,0,0,0.722772240638733,0.149600028991699,5,0,0.890908657239404,NA,8369.13,12955.06,1547.96,192530,-1,0,0,0,-Inf,0,0,0,1,1,0,1,2,299
129,"1-180",1997,"Senegal","433","Government of Senegal",433,"","","MFDC",1381,"","territory","Casamance",1,"internal",7,"political organization","",0,0,"Secessionist",0,"no",NA,2000,300,4000,"weaker","no",NA,"moderate","low","low","yes","Casamance","low","secessionist conflict","no","no","extensive","Guinea-Bissau; Gambia","alleged","military","Mauritania; Gambia; Guinea-Bissau",NA,"military","USA; France","no","peace agreement",0,0,0,0,1,1,NA,0,"identity",4869,1,1,1,1,0,0,1,0,0,0,0,0.055,0.055,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,3,3,5,0,NA,NA,NA,0,2,-0.592178232823593,0.204675306354248,0,0,0.722772240638733,0.149600028991699,5,0,0.9509676874799,26.5713811491291,8812.69,13582.86,1541.28,192530,-1,0,0,0,-Inf,0,0,0,1,1,0,1,2,319
129,"1-180",1998,"Senegal","433","Government of Senegal",433,"","","MFDC",1381,"","territory","Casamance",1,"internal",8,"political organization","",0,0,"Secessionist",0,"no",NA,2000,300,4000,"weaker","no",NA,"moderate","low","low","yes","Casamance","low","secessionist conflict","no","no","extensive","Guinea-Bissau; Gambia","alleged","military","Mauritania; Gambia; Guinea-Bissau",NA,"military","USA; France","no","peace agreement",0,0,0,0,1,1,NA,0,"identity",4869,1,1,1,1,0,0,1,0,0,0,0,0.055,0.055,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,3,3,6,0,NA,NA,NA,1,1,-0.702947772705586,0.20660393258052,0,0,0.722772240638733,0.149600028991699,5,0,0.867130608687416,18.01931414277,9035.37,13483.56,1492.31,192530,-1,0,0,1,1,1,0,0,1,1,0,1,2,242
129,"1-180",2000,"Senegal","433","Government of Senegal",433,"","","MFDC",1381,"","territory","Casamance",1,"internal",10,"political organization","",0,0,"Secessionist",0,"no",NA,2000,300,4000,"weaker","no",NA,"moderate","low","low","yes","Casamance","low","secessionist conflict","no","no","extensive","Guinea-Bissau; Gambia","alleged","military","Mauritania; Gambia; Guinea-Bissau",NA,"military","USA; France","no","peace agreement",0,0,0,0,1,1,NA,0,"identity",4869,1,1,1,1,0,0,1,0,0,0,0,0.055,0.055,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,2,NA,5,0,NA,NA,NA,0,4,-0.078917836286798,0.207687541257789,0,NA,0.722772240638733,NA,5,0,0,14.0285347545142,9505.86,14380.7,1512.82,192530,8,1,0,1,1,0,0,0,1,1,0,1,2,47
129,"1-180",2001,"Senegal","433","Government of Senegal",433,"","","MFDC",1381,"","territory","Casamance",1,"internal",11,"political organization","",0,0,"Secessionist",0,"no",NA,2000,300,4000,"weaker","no",NA,"moderate","low","low","yes","Casamance","low","secessionist conflict","no","no","extensive","Guinea-Bissau; Gambia","alleged","military","Mauritania; Gambia; Guinea-Bissau",NA,"military","USA; France","no","peace agreement",0,0,0,0,1,1,NA,0,"identity",4869,1,1,1,1,0,0,1,0,0,0,0,0.055,0.055,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,3,2,NA,6,0,NA,NA,NA,0,4,0.0915162601553472,0.208127298578112,0,NA,0.722772240638733,NA,5,0,0,17.8433959776754,9758.84,14465.49,1482.3,192530,8,1,0,1,1,0,0,0,1,1,0,1,2,33
129,"1-180",2003,"Senegal","433","Government of Senegal",433,"","","MFDC",1381,"","territory","Casamance",1,"internal",13,"political organization","",0,0,"Secessionist",0,"no",NA,2000,300,4000,"weaker","no",NA,"moderate","low","low","yes","Casamance","low","secessionist conflict","no","no","extensive","Guinea-Bissau; Gambia","alleged","military","Mauritania; Gambia; Guinea-Bissau",NA,"military","USA; France","no","peace agreement",0,0,0,0,1,1,NA,0,"identity",4869,1,1,1,1,0,0,1,0,0,0,0,0.055,0.055,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,3,2,NA,3,0,NA,NA,NA,0,6,0.5863222832333,0.218716795989654,0,NA,0.722772240638733,NA,5,0,0,20.1187512748311,10297.96,14324.7,1391.02,192530,8,0,0,0,-Inf,0,0,0,1,1,0,1,2,39
129,"1-180",2011,"Senegal","433","Government of Senegal",433,"","","MFDC",1381,"","territory","Casamance",1,"internal",21,"political organization","",0,0,"Secessionist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,0,0,0,0.055,0.055,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,3,2,NA,NA,0,NA,NA,NA,0,4,0.4822563785999,0.229204565876283,0,NA,0.722772240638733,NA,5,0,0,16.3316302711257,12767.56,17209.67,1347.92,192530,7,0,0,1,1,0,0,0,1,1,0,1,2,25
130,"1-187",1991,"Sierra Leone","451","Government of Sierra Leone",451,"Government of Guinea, Government of Nigeria","438, 475","RUF",1384,"","government","",1,"internationalized",0,"transnational","NPFL",0,0,"Regime Change",0,"explicit link","yes",5000,2000,15000,"weaker","yes","moderate","low","moderate","moderate","yes","Southeastern Sierra Leone","low","civil war","no","major","extensive","Liberia",NA,"military","Liberia; possibly Burkina Faso, Libya",NA,"non-military","USA; UK; ECOWAS","no",NA,0,1,0,1,1,NA,NA,0,"civil war",2110,1,1,0,0,0,0,1,0,0,0,0,0.3,0.3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,3,2,NA,0,NA,NA,NA,1,3,-0.652525013907406,0.203464616443171,1.70000004768372,0,0.76884651184082,0.539999961853027,5,2,NA,NA,3995.29,5603.93,1402.63,72180,-6,0,0,0,-Inf,2,1,0,1,0,0,1,28,552
130,"1-187",1992,"Sierra Leone","451","Government of Sierra Leone",451,"Government of Guinea, Government of Nigeria","438, 475","RUF",1384,"","government","",1,"internationalized",1,"transnational","NPFL",0,0,"Regime Change",0,"explicit link","yes",5000,2000,15000,"weaker","yes","moderate","low","moderate","moderate","yes","Southeastern Sierra Leone","low","civil war","no","major","extensive","Liberia",NA,"military","Liberia; possibly Burkina Faso, Libya",NA,"non-military","USA; UK; ECOWAS","no",NA,0,1,0,1,1,NA,NA,0,"civil war",2110,1,1,0,0,0,0,1,0,0,0,0,0.3,0.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,2,NA,0,NA,NA,NA,0,0,-1.1088924317899,0.210812138688684,1.70000004768372,0,0.76884651184082,0.539999961853027,5,2,NA,NA,3979.55,5286.72,1328.47,72180,-7,0,0,0,-Inf,1,1,0,1,0,0,1,28,218
130,"1-187",1993,"Sierra Leone","451","Government of Sierra Leone",451,"Government of Guinea, Government of Nigeria","438, 475","RUF",1384,"","government","",1,"internationalized",2,"transnational","NPFL",0,0,"Regime Change",0,"explicit link","yes",5000,2000,15000,"weaker","yes","moderate","low","moderate","moderate","yes","Southeastern Sierra Leone","low","civil war","no","major","extensive","Liberia",NA,"military","Liberia; possibly Burkina Faso, Libya",NA,"non-military","USA; UK; ECOWAS","no",NA,0,1,0,1,1,NA,NA,0,"civil war",2110,1,1,0,0,0,0,0,0,0,NA,NA,0.3,0.3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,4,3,NA,0,NA,NA,NA,0,1,-1.30557228088123,0.209657793374038,1.70000004768372,0,0.76884651184082,0.539999961853027,5,0,NA,NA,3946.84,5826.13,1476.15,72180,-7,0,0,0,-Inf,1,1,0,1,0,0,1,28,415
130,"1-187",1994,"Sierra Leone","451","Government of Sierra Leone",451,"Government of Guinea, Government of Nigeria","438, 475","RUF",1384,"","government","",1,"internationalized",3,"transnational","NPFL",0,0,"Regime Change",0,"explicit link","yes",5000,2000,15000,"weaker","yes","moderate","low","moderate","moderate","yes","Southeastern Sierra Leone","low","civil war","no","major","extensive","Liberia",NA,"military","Liberia; possibly Burkina Faso, Libya",NA,"non-military","USA; UK; ECOWAS","no",NA,0,1,0,1,1,NA,NA,0,"civil war",2110,1,1,0,0,0,0,0,0,0,NA,NA,0.3,0.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,3,NA,0,NA,NA,NA,1,0,-1.57751078106917,0.222825107461211,1.70000004768372,0,0.76884651184082,0.539999961853027,5,0,NA,NA,3915.07,6290.24,1606.67,72180,-7,0,0,0,-Inf,1,1,0,1,0,0,1,28,628
130,"1-187",1995,"Sierra Leone","451","Government of Sierra Leone",451,"Government of Guinea, Government of Nigeria","438, 475","RUF",1384,"","government","",2,"internationalized",4,"transnational","NPFL",0,0,"Regime Change",0,"explicit link","yes",5000,2000,15000,"weaker","yes","moderate","low","moderate","moderate","yes","Southeastern Sierra Leone","low","civil war","no","major","extensive","Liberia",NA,"military","Liberia; possibly Burkina Faso, Libya",NA,"non-military","USA; UK; ECOWAS","no",NA,0,1,0,1,1,NA,NA,0,"civil war",2110,1,1,0,0,0,0,0,0,0,NA,NA,0.3,0.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,2,6,0,NA,NA,NA,0,0,-1.49503421053142,0.218651233611096,1.70000004768372,0,0.76884651184082,0.539999961853027,5,0,NA,NA,3898.36,6366.18,1633.04,72180,-7,0,0,0,-Inf,1,1,0,1,0,0,1,28,1472
130,"1-187",1996,"Sierra Leone","451","Government of Sierra Leone",451,"Government of Guinea, Government of Nigeria","438, 475","RUF",1384,"","government","",1,"internationalized",5,"transnational","NPFL",0,0,"Regime Change",0,"explicit link","yes",5000,2000,15000,"weaker","yes","moderate","low","moderate","moderate","yes","Southeastern Sierra Leone","low","civil war","no","major","extensive","Liberia",NA,"military","Liberia; possibly Burkina Faso, Libya",NA,"non-military","USA; UK; ECOWAS","no",NA,0,1,0,1,1,NA,NA,0,"civil war",2110,1,1,0,0,0,0,0,0,0,NA,NA,0.3,0.3,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,5,5,4,5,0,NA,NA,NA,0,3,-1.60525895991175,0.223478096301497,1.70000004768372,0,0.76884651184082,0.539999961853027,5,0,NA,NA,3898.18,5566.05,1427.86,72180,4,0,0,0,-Inf,1,1,0,1,0,0,1,28,570
130,"1-187",1997,"Sierra Leone","451","Government of Sierra Leone",451,"Government of Guinea, Government of Nigeria","438, 475","RUF",1384,"","government","",1,"internationalized",6,"transnational","NPFL",0,0,"Regime Change",0,"explicit link","yes",5000,2000,15000,"weaker","yes","moderate","low","moderate","moderate","yes","Southeastern Sierra Leone","low","civil war","no","no","extensive","Liberia",NA,"military","Liberia (military); Libya, Gambia, Burkina Faso  (non-military)",NA,"troops","ECOMOG; UK","no","peace agreement",1,1,0,0,1,NA,NA,0,"civil war",1409,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,4,5,4,NA,0,NA,NA,NA,1,NA,-1.73700176812829,0.231745126117914,1.70000004768372,0,0.76884651184082,0.539999961853027,4,2,NA,NA,3913.68,4308.6,1100.91,72180,0,0,0,0,-Inf,1,1,0,1,0,0,1,28,47
130,"1-187",1998,"Sierra Leone","451","Government of Sierra Leone",451,"Government of Guinea, Government of Nigeria","438, 475","RUF",1384,"","government","",1,"internationalized",7,"transnational","NPFL",0,0,"Regime Change",0,"explicit link","yes",5000,2000,15000,"weaker","yes","moderate","low","moderate","moderate","yes","Southeastern Sierra Leone","low","civil war","no","no","extensive","Liberia",NA,"military","Liberia (military); Libya, Gambia, Burkina Faso  (non-military)",NA,"troops","ECOMOG; UK","no","peace agreement",1,1,0,0,1,NA,NA,0,"civil war",1409,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,5,5,5,NA,0,NA,NA,NA,1,NA,-1.81102890112104,0.240310898832794,1.70000004768372,0,0.76884651184082,0.539999961853027,4,0,NA,NA,3953.71,3668.98,927.99,72180,0,0,0,0,-Inf,3,1,0,1,0,0,1,28,799
130,"1-187",1999,"Sierra Leone","451","Government of Sierra Leone",451,"Government of Ghana, Government of Guinea, Government of Mali, Government of Nigeria","452, 438, 432, 475","RUF",1384,"","government","",1,"internationalized",8,"transnational","NPFL",0,0,"Regime Change",0,"explicit link","yes",5000,2000,15000,"weaker","yes","moderate","low","moderate","moderate","yes","Southeastern Sierra Leone","low","civil war","no","no","extensive","Liberia",NA,"military","Liberia (military); Libya, Gambia, Burkina Faso  (non-military)",NA,"troops","ECOMOG; UK","no","peace agreement",1,1,0,0,1,NA,NA,0,"civil war",1409,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,5,5,2,NA,0,NA,NA,NA,1,NA,-1.62954356401577,0.241050790899862,1.70000004768372,0,0.76884651184082,0.539999961853027,4,0,NA,NA,4028.26,2674.92,664.04,72180,0,1,0,0,-Inf,3,1,0,1,0,0,1,28,457
130,"1-187",2000,"Sierra Leone","451","Government of Sierra Leone",451,"Government of United Kingdom","200","RUF",1384,"","government","",1,"internationalized",9,"transnational","NPFL",0,0,"Regime Change",0,"explicit link","yes",5000,2000,15000,"weaker","yes","moderate","low","moderate","moderate","yes","Southeastern Sierra Leone","low","civil war","no","no","extensive","Liberia",NA,"military","Liberia (military); Libya, Gambia, Burkina Faso  (non-military)",NA,"troops","ECOMOG; UK","no","peace agreement",1,1,0,0,1,NA,NA,0,"civil war",1409,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,5,4,NA,NA,0,NA,NA,NA,0,NA,-1.25221908679111,0.238367951635795,1.70000004768372,NA,0.76884651184082,NA,4,0,NA,NA,4143.11,3246.73,783.64,72180,0,1,0,2,1,1,1,0,1,0,0,1,28,355
130,"1-187",2001,"Sierra Leone","451","Government of Sierra Leone",451,"","","RUF",1384,"","government","",1,"internal",10,"transnational","NPFL",0,0,"Regime Change",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,0,4,4,NA,6,0,NA,NA,NA,0,4,-0.75711556690666,0.222617178728646,1.70000004768372,NA,0.76884651184082,NA,4,0,NA,NA,4303.85,3575.85,830.85,72180,2,0,0,2,1,0,1,0,1,0,0,1,28,48
131,"1-187",1997,"Sierra Leone","451","Government of Sierra Leone",451,"","","AFRC",1385,"","government","",1,"internal",0,"military faction","Sierra Leonan Army",1,1,"Coup",0,"no",NA,8000,2000,14000,"parity","yes","moderate","moderate","moderate","moderate","no",NA,NA,"civil war","no","no","no","","no",NA,"",NA,"troops","ECOMOG ","no","government victory",0,0,0,0,0,0,NA,0,"civil war",950,1,1,0,0,0,0,1,0,0,1,0,0.38,0.38,0,1,0,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,4,5,4,NA,0,NA,NA,NA,1,NA,-1.73700176812829,0.231745126117914,1.70000004768372,0,0.76884651184082,0.539999961853027,4,2,NA,NA,3913.68,4308.6,1100.91,72180,0,0,0,0,-Inf,0,1,0,1,0,0,1,28,40
131,"1-187",1998,"Sierra Leone","451","Government of Sierra Leone",451,"Government of Guinea, Government of Nigeria","438, 475","AFRC",1385,"","government","",2,"internationalized",1,"military faction","Sierra Leonan Army",1,1,"Coup",0,"no",NA,8000,2000,14000,"parity","yes","moderate","moderate","moderate","moderate","no",NA,NA,"civil war","no","no","no","","no",NA,"",NA,"troops","ECOMOG ","no","government victory",0,0,0,0,0,0,NA,0,"civil war",950,1,1,0,0,0,0,0,0,0,NA,NA,0.38,0.38,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,5,5,5,NA,0,NA,NA,NA,1,NA,-1.81102890112104,0.240310898832794,1.70000004768372,0,0.76884651184082,0.539999961853027,4,0,NA,NA,3953.71,3668.98,927.99,72180,0,0,0,0,-Inf,0,1,0,1,0,0,1,28,2097
131,"1-187",1999,"Sierra Leone","451","Government of Sierra Leone",451,"Government of Ghana, Government of Guinea, Government of Mali, Government of Nigeria","452, 438, 432, 475","AFRC",1385,"","government","",2,"internationalized",2,"military faction","Sierra Leonan Army",1,1,"Coup",0,"no",NA,8000,2000,14000,"parity","yes","moderate","moderate","moderate","moderate","no",NA,NA,"civil war","no","no","no","","no",NA,"",NA,"troops","ECOMOG ","no","government victory",0,0,0,0,0,0,NA,0,"civil war",950,1,1,0,0,0,0,0,0,0,NA,NA,0.38,0.38,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,5,5,2,NA,0,NA,NA,NA,1,NA,-1.62954356401577,0.241050790899862,1.70000004768372,0,0.76884651184082,0.539999961853027,4,0,NA,NA,4028.26,2674.92,664.04,72180,0,1,0,0,-Inf,0,1,0,1,0,0,1,28,2696
