"SideBID","DyadId","ConflictId","Year","Location","GWNoLoc","SideA","GWNoA","SideA2nd","GWNoA2nd","SideB","SideB2nd","Incompatibility","TerritoryName","IntensityLevel","TypeOfConflict","rebel_age","origin","origin.name","parent.org.subset","splinter.source","ideology","delete","extraterritorial","rebpolwing","rebpolwinglegal","rebestimate","rebestlow","rebesthigh","rebstrength","centcontrol","strengthcent","mobcap","armsproc","fightcap","terrcont","terrname","effterrcont","conflicttype","transconstsupp","rebextpart","rebpresosts","presname","rebel.support","rtypesup","rsupname","gov.support","gtypesup","gsupname","govextpart","type.of.termination","prevactive","rebpolwing_bin","transconstsupp_bin","rebextpart_bin","rebpresosts_bin","rebel.support_bin","gov.support_bin","govextpart_bin","conflicttype_recode","duration","tot_eth","tot_eth_countries","eth_claim","eth_recruitment","eth_support","excluded","power_sharing","absolute","reg_aut","upgrade","downgrade","maxsize","minsize","monoeth","multieth","noneth","lag_year","new.ep1","new.joiner","new.splinter","new.alliance","new.mono.alliance","new.multi.alliance","splinter","alliance","joiner","originator","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","genocide","rummel","massive_repression","executions","killing","additive","latentmean","latentsd","mtnest","Oil","ethfrac","relfrac","country_ethnic","country_excluded","oilpc","oil.pc.exports","pop","realgdp","rgdppc","area","polity2","mediation","cont_interstate","cont_civil","cont_maxint","external_supporters","loot.dia","loot.gem","loot.gold","loot.oil","loot.drugs","lootable","tot.resource.sites","BdBest"
1112,364,"1-103",1967,"Cambodia (Kampuchea)","811","Government of Cambodia (Kampuchea)",811,"","","KR","","government","",2,"internal",0,"political organization","Communisty Party of Kampuchea",0,0,"Communist",NA,0,"no",NA,NA,NA,NA,"weaker","yes","moderate","moderate","low","low","no",NA,NA,"communist rebellion","no","no","extensive","Vietnam",NA,"troops","N. Vietnam; China",NA,"troops","USA","no",NA,0,0,0,0,1,NA,NA,0,"communist rebellion",1051,2,1,0,2,0,1,1,0,0,0,0,0.815,0.015,0,1,0,NA,NA,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.45793242836181,0.250561726423663,1,0,0.296923398971558,0.0950000286102295,6,3,NA,0.00645555418975943,6443.85,8275.22,1284.21,176520,-9,0,1,1,2,NA,0,1,1,0,1,1,13,NA
1113,553,"1-103",1978,"Cambodia (Kampuchea)","811","Government of Cambodia (Kampuchea)",811,"","","KNUFNS","Government of Vietnam (North Vietnam)","government","",2,"internationalized",0,"political organization","Marxist Kampuchean People's Revolutionary Party",0,0,"Communist",NA,0,"no",NA,NA,NA,NA,"much weaker","yes","moderate","low","low","low","no",NA,NA,"civil war","no","no","extensive","Vietnam",NA,"troops","N. Vietnam ","no",NA,"","no","rebel victory",0,0,0,0,1,NA,0,0,"civil war",130,1,1,0,0,0,0,0,1,0,0,0,0.9,0.9,1,0,0,1997,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,3,NA,NA,NA,1,1,1,0,NA,NA,-2.29044192657803,0.251563944374453,1,0,0.296923398971558,0.0950000286102295,6,5,NA,NA,8578.42,17040.89,1986.48,176520,-7,0,0,1,1,1,0,1,1,0,1,1,13,NA
1114,378,"1-103",1979,"Cambodia (Kampuchea)","811","Government of Cambodia (Kampuchea)",811,"Government of Vietnam (North Vietnam)","816","KPNLF","","government","",1,"internationalized",0,"civilian gov","KPNLF",1,0,"Anti-Communist",NA,0,"no",NA,12500,10000,15000,"weaker","yes","moderate","low","low","moderate","no",NA,NA,"civil war","no","no","extensive","Thailand",NA,"military","China; Thailand; USA; Singapore",NA,"troops","Vietnam","no",NA,0,0,0,0,1,NA,NA,0,"civil war",3713,1,1,0,1,0,0,1,0,0,0,1,0.89,0.89,1,0,0,1998,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,3,NA,NA,NA,1,1,1,0,NA,NA,-2.04236813914227,0.229724471078549,1,0,0.296923398971558,0.0950000286102295,6,3,NA,NA,8842.35,17280.82,1954.32,176520,NA,0,0,1,1,1,0,1,1,0,1,1,13,NA
1115,379,"1-103",1982,"Cambodia (Kampuchea)","811","Government of Cambodia (Kampuchea)",811,"Government of Vietnam (North Vietnam)","816","FUNCINPEC","","government","",1,"internationalized",0,"civilian gov","Shianouk regime",0,0,"Democracy",NA,0,"no",NA,15000,5000,20000,"weaker","yes","moderate","low","low","moderate","no",NA,NA,"civil war","no","no","extensive","Thailand",NA,"military","China; Thailand; USA; Singapore",NA,"troops","Vietnam","no",NA,0,0,0,0,1,NA,NA,0,"civil war",2921,1,1,0,1,0,0,1,0,0,0,0,0.89,0.89,1,0,0,1991,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,3,3,NA,NA,0,1,0,0,NA,NA,-1.43267506947779,0.223382201662959,1,0,0.296923398971558,0.0950000286102295,6,3,NA,NA,9651.55,21019.74,2177.86,176520,NA,0,0,1,1,2,0,1,1,0,1,1,13,NA
1116,507,"1-112",1970,"Philippines","840","Government of Philippines",840,"","","MIM","","territory","Mindanao",1,"internal",0,"political organization","Cotabato Regional Government",0,1,"Secessionist",NA,0,"explicit link","no",NA,NA,NA,"weaker","yes","moderate","low","low","low","no",NA,NA,"secessionist conflict","no","no","no","no","no",NA,NA,"no",NA,NA,"no","rebels absorbed",0,1,0,0,0,0,0,0,"identity",729,1,1,1,1,1,1,0,0,0,0,0,0.051,0.051,1,0,0,2013,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,-1.73496432762565,0.239309584967711,21.2999973297119,0,0.745177149772644,0.299600005149841,4,3,NA,1.62584831299448,35451.39,70616.68,1991.93,298260,2,0,NA,NA,NA,NA,0,1,1,1,0,1,33,NA
1117,247,"1-112",1972,"Philippines","840","Government of Philippines",840,"","","MNLF","","territory","Mindanao",1,"internal",0,"splinter","MIM",1,1,"Secessionist",NA,0,"no",NA,13000,13000,13000,"weaker","yes","moderate","high","low","low","no",NA,NA,"secessionist conflict","tacit","no","some","Malaysia",NA,"military","Libya; Malaysia",NA,"military","USA","no",NA,1,0,1,0,1,NA,NA,0,"identity",2922,1,1,1,1,1,1,0,0,1,0,0,0.051,0.051,1,0,0,2015,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,-2.27614428187423,0.255855962197188,21.2999973297119,0,0.745177149772644,0.299600005149841,4,3,0,0.999854693218896,37545.63,79339.37,2113.14,298260,-9,0,NA,NA,NA,NA,0,1,1,1,0,1,33,NA
1118,242,"1-112",1990,"Philippines","840","Government of Philippines",840,"","","MILF","","territory","Mindanao",1,"internal",0,"splinter","MNLF",1,1,"Secessionist",NA,0,"no",NA,15000,9000,120000,"weaker","yes","moderate","moderate","low","low","no",NA,NA,"autonomy conflict","tacit","no","some","Malaysia","no",NA,"",NA,"military","USA","no","low activity",1,0,1,0,1,0,NA,0,"identity",330,1,1,1,1,1,1,0,0,1,0,0,0.051,0.051,1,0,0,NA,NA,0,1,0,0,0,1,0,0,0,2,0,0,1,4,4,4,NA,0,NA,NA,NA,0,3,-1.28906869168361,0.211523281049174,21.2999973297119,0,0.745177149772644,0.299600005149841,4,3,52.7772380441246,2.23354959406305,61628.67,202359.84,3283.53,298170,8,1,NA,NA,NA,1,0,1,1,1,0,1,33,77
1119,249,"1-112",1993,"Philippines","840","Government of Philippines",840,"","","ASG","","territory","Mindanao",1,"internal",0,"transnational","al-Qaeda",0,0,"Islamist",NA,0,"no",NA,650,30,1200,"much weaker","yes","moderate","low","low","low","no",NA,NA,"secessionist conflict","tacit","alleged","some","Malaysia","no",NA,"",NA,"military","USA","no",NA,0,0,1,1,1,0,NA,0,"identity",6816,1,1,1,1,0,1,0,0,1,0,0,0.051,0.051,1,0,0,1993,0,1,0,0,0,0,0,0,1,0,1,1,1,1,4,4,4,NA,0,NA,NA,NA,0,4,-0.973271473909191,0.202387248397014,21.2999973297119,0,0.745177149772644,0.299600005149841,4,3,55.6734476138418,2.04073440620204,66173.87,229697.66,3471.12,298170,8,1,NA,NA,NA,2,0,1,1,1,0,1,33,30
1120,252,"1-112",2001,"Philippines","840","Government of Philippines",840,"","","MNLF - NM","","territory","Mindanao",1,"internal",0,"splinter","MNLF",1,0,"Secessionist",NA,0,"explicit link","yes",600,600,600,"much weaker","yes","moderate","low","low","low","no",NA,NA,"autonomy conflict","tacit","no","no",".","no",NA,".",NA,"military","USA","no","low activity",1,1,1,0,0,0,NA,0,"identity",73,1,1,1,1,1,1,0,0,1,0,0,0.051,0.051,1,0,0,2015,0,0,1,0,0,0,1,0,0,0,1,1,0,0,3,4,NA,NA,0,NA,NA,NA,0,2,-0.872997591660831,0.212738116495692,NA,NA,NA,NA,4,3,14.3865545756101,0.849098596879765,78964.39,243622.14,3085.22,298170,8,1,NA,NA,NA,0,0,1,1,1,0,1,33,196
1121,647,"1-112",2007,"Philippines","840","Government of Philippines",840,"","","MNLF - HM","","territory","Mindanao",1,"internal",0,"splinter","MNLF",1,0,"Secessionist",NA,0,"explicit link","yes",400,400,400,"much weaker","yes","high","low","low","low","no",NA,NA,"autonomy conflict","no","no","no","no","no",NA,NA,NA,"military","United States","no","low activity",1,1,0,0,0,0,NA,0,"identity",364,1,1,1,1,1,1,0,0,1,0,0,0.051,0.051,1,0,0,1971,1,0,1,0,0,0,1,0,0,0,1,0,0,0,4,4,NA,NA,0,NA,NA,NA,0,1,-1.21115173095638,0.22640044079098,NA,NA,NA,NA,4,3,299.734201212458,2.81799405816371,88652.63,276738.5,3121.61,298170,8,0,NA,NA,NA,0,0,1,1,1,0,1,33,25
1122,542,"1-116",1971,"Pakistan","770","Government of Pakistan",770,"","","Mukti Bahini","","territory","East Pakistan",2,"internal",0,"civilian gov","East Pakistan Government",0,0,"Secessionist",NA,0,"explicit link",NA,90000,30000,150000,"parity","yes","moderate","high","moderate","moderate","yes","Parts of East Pakistan","high","secessionist conflict","tacit","no","some","India",NA,"troops","India","no",NA,"","no","rebel victory",0,1,1,0,1,NA,0,0,"identity",265,1,1,1,1,1,1,0,0,0,0,0,0.55,0.55,1,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,-2.34822048588482,0.261298124998317,43.0000038146973,0,0.644509017467499,0.366199970245361,9,5,2.91575286685947,1.1587238496128,61033.75,89476.07,1466.01,770880,NA,0,1,5,2,NA,0,1,1,1,1,1,42,NA
1123,256,"1-117",1971,"Sri Lanka","780","Government of Sri Lanka",780,"","","JVP","","government","",2,"internal",0,"political organization","JVP",0,0,"Communist",NA,0,"explicit link","yes",NA,NA,NA,"weaker","yes","high","moderate","low","low","no",NA,NA,"coup d'etat","no","no","no","","no",NA,"",NA,"troops","India","no","government victory",0,1,0,0,0,0,NA,0,"coup d'etat",75,1,1,0,1,0,0,0,1,0,0,0,0.7,0.7,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,0.186831178043587,0.484024456133685,7.30000019073486,0,0.467041432857513,0.476199984550476,4,3,0,0.25516900890412,12812.41,31966.31,2494.95,62710,8,0,NA,NA,NA,NA,0,1,0,0,0,1,54,NA
1124,216,"1-119",1971,"United Kingdom","200","Government of United Kingdom",200,"","","PIRA","","territory","Northern Ireland",1,"internal",0,"splinter","IRA",1,1,"Irredentist",NA,0,"explicit link","no",300,250,300,"much weaker","yes","high","moderate","low","low","no",NA,NA,"secessionist conflict","explicit","minor","some","Ireland",NA,"military","Libya; Ireland (endorsement)","no",NA,"","no","low activity",0,1,1,1,1,NA,0,0,"identity",7441,1,1,1,1,1,1,0,0,0,0,0,0.012,0.012,1,0,0,NA,NA,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.0662128468198519,0.461539989378878,0.800000011920929,0,0.325454533100128,0.61379998922348,7,4,0.0476349085234844,2.57199234842408,55819.5,813583.88,14575.26,241930,10,0,0,0,NA,NA,0,1,0,1,0,1,5,NA
1125,248,"1-119",1998,"United Kingdom","200","Government of United Kingdom",200,"","","RIRA","","territory","Northern Ireland",1,"internal",0,"splinter","PIRA",1,0,"Irredentist",NA,0,"no",NA,150,100,200,"much weaker","yes","moderate","low","low","low","no",NA,NA,"secessionist conflict","explicit","minor","some","Ireland","no",NA,"","no",NA,"","no","monitored ceasefire",1,0,1,1,1,0,0,0,"identity",0,1,1,1,1,0,1,0,0,1,0,0,0.012,0.012,1,0,0,1991,1,0,1,0,0,0,1,0,0,0,2,2,2,1,2,2,2,6,0,NA,NA,NA,0,7,1.20906235989429,0.228992767355591,0.800000011920929,0,0.325454533100128,0.61379998922348,7,4,2482.08906914732,4.17279791618783,58488.03,1571091.5,26861.76,241930,10,1,0,0,NA,0,0,1,0,1,0,1,5,29
1126,561,"1-121",1969,"Oman","698","Government of Oman",698,"Government of United Kingdom","200","PFLO","","government","",1,"internationalized",0,"political organization","Dhofar Liberation Front",0,0,"Regime Change",NA,0,"no",NA,2000,1500,3000,"weaker","yes","moderate","low","moderate","low","yes","Dhofar Province","moderate","civil war","explicit","no","extensive","Yemen",NA,"military","Yemen; China; Iraq",NA,"troops","Iran (troops); UK, Jordan, S. Arabia (military)","no","low activity",0,0,1,0,1,NA,NA,0,"civil war",2555,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,NA,NA,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.80000019073486,NA,0.237020015716553,NA,NA,NA,NA,NA,640,6568.44,10263.19,309500,-10,0,NA,NA,NA,NA,0,1,1,1,0,1,8,NA
1127,223,"1-126",1975,"Bangladesh","771","Government of Bangladesh",771,"","","JSS/SB","","territory","Chittagong Hill Tracts",1,"internal",0,"political organization","United People's Welfare Party of the Chittagong Hill Tracts",0,0,"Autonomy",NA,0,"no",NA,5000,2000,7000,"weaker","yes","low","moderate","low","low","no",NA,NA,"civil war","no","no","some","India","alleged","military","India  ","no",NA,"","no","monitored ceasefire",0,0,0,0,1,1,0,0,"civil war",6497,1,1,1,1,1,1,0,0,0,0,0,0.01,0.01,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.804810463491318,0.262187834678267,0,0,0.0049750804901123,0.21340000629425,4,3,0.0142506888097805,NA,70582.17,68672.54,972.94,130170,-7,0,0,5,2,1,0,0,0,1,1,1,4,NA
1129,639,"1-129",2004,"Pakistan","770","Government of Pakistan",770,"","","BLA","","territory","Balochistan",1,"internal",0,"political organization","Baloch Students Organization",0,0,"Secessionist",NA,0,"no",NA,5000,700,5000,"much weaker","yes","moderate","low","low","low","no",NA,NA,"secessionist conflict","no","no","no",NA,"alleged","military","India, Afghanistan","no",NA,NA,"no","low activity",0,0,0,0,0,1,0,0,"identity",2921,1,1,1,1,1,1,0,0,0,0,0,0.03,0.03,1,0,0,2006,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,4,NA,5,0,NA,NA,NA,0,1,-1.16599771599595,0.225944680316131,NA,NA,NA,NA,8,5,490.489324548958,2.58527403591638,155860.07,326419.66,2094.31,770880,-5,0,0,8,2,0,0,1,1,1,1,1,42,43
1130,638,"1-129",2006,"Pakistan","770","Government of Pakistan",770,"","","Baloch Ittehad","","territory","Balochistan",1,"internal",0,"political organization",NA,0,0,"Secessionist",NA,0,"explicit link","yes",NA,NA,NA,"much weaker","yes","moderate","low","low","low","no",NA,NA,"secessionist conflict","no","no","no",NA,"no",NA,NA,"no",NA,NA,"no","rebels absorbed",1,1,0,0,0,0,0,0,"identity",729,1,1,1,1,1,1,0,0,0,0,0,0.03,0.03,1,0,0,2015,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,NA,NA,0,NA,NA,NA,0,0,-1.34330544361475,0.230651854127712,NA,NA,NA,NA,8,5,839.470432198838,4.9411805291603,161513.32,380867.81,2358.12,770880,-5,0,0,9,2,0,0,1,1,1,1,1,42,157
1131,774,"1-129",2008,"Pakistan","770","Government of Pakistan",770,"","","BRA","","territory","Balochistan",1,"internal",0,"political organization","Student organizations; Baloch tribal groups",0,0,"Secessionist",NA,0,"alleged link","yes",NA,NA,NA,"much weaker","yes","moderate","low","low","low","no",NA,NA,"secessionist conflict","no","no","no",NA,"alleged","military","India, Afghanistan","no",NA,NA,"no","low activity",0,1,0,0,0,1,0,0,"identity",730,1,1,1,1,0,1,0,0,0,0,0,0.03,0.03,1,0,0,2015,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,NA,NA,0,NA,NA,NA,0,0,-1.43302169000854,0.227062386372456,NA,NA,NA,NA,8,5,1129.05708014064,5.79282634156253,167442.26,410545.97,2451.87,770880,5,0,0,10,2,0,0,1,1,1,1,1,42,143
1132,344,"1-134",1975,"Indonesia","850","Government of Indonesia",850,"","","Fretilin","","territory","East Timor",2,"internal",0,"military faction","Portugese Garrison",0,0,"Secessionist",NA,0,"no",NA,30000,30000,30000,"weaker","yes","moderate","low","low","low","no",NA,NA,"secessionist conflict","no","no","no","",NA,"non-military","Portugal",NA,"military","USA ","no",NA,0,0,0,0,0,NA,NA,0,"identity",3312,0,1,1,1,1,0,0,0,0,NA,NA,NA,NA,0,0,1,NA,NA,NA,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,NA,-2.12256742969931,0.234884965633483,10.5,1,0.764058351516724,0.221599996089935,16,15,2857.96374810064,74.8719048289591,134768.89,212767.81,1578.76,1811570,-7,0,0,1,1,0,1,1,1,1,0,1,78,NA
1133,727,"1-137",1978,"Afghanistan","700","Government of Afghanistan",700,"","","PDPA","","government","",2,"internal",0,"political organization","PDPA",0,0,"Communist",NA,0,"explicit link","yes",600,600,600,"parity","yes","high","low","moderate","moderate","no","",NA,"coup d'etat","no","no","no",NA,"no",NA,"",NA,"military","Soviet Union","no","rebel victory",0,1,0,0,0,0,NA,0,"coup d'etat",364,1,1,0,1,0,0,0,1,0,0,0,0.41,0.41,1,0,0,1990,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,4,3,NA,NA,1,1,1,0,NA,NA,-2.02905290234169,0.21914618773724,65.6000061035156,0,0.658280968666077,0.271799981594086,12,11,7.28086325554066,NA,16064,15650.07,974.23,652860,0,0,1,0,1,0,0,1,0,1,1,1,20,NA
1134,411,"1-137",1979,"Afghanistan","700","Government of Afghanistan",700,"","","Jam'iyyat-i Islami-yi Afghanistan","","government","",2,"internal",0,"splinter","Harakat-i Inqilab-i Islami-yi Afghanistan ",1,1,"Islamist",NA,0,"no",NA,12000,10000,12000,"weaker","yes","moderate","moderate","low","low","no",NA,NA,"civil war","explicit","major","extensive","Pakistan; Iran",NA,"military","US; Pakistan; Saudi Arabia; Iran",NA,"troops","USSR","no",NA,0,0,1,1,1,NA,NA,0,"civil war",3633,3,1,0,3,3,1,2,0,3,1,1,0.41,0.08,0,1,0,2015,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,5,5,NA,NA,1,1,1,1,NA,NA,-2.6294860727811,0.266171032435251,65.6000061035156,0,0.658280968666077,0.271799981594086,12,9,16.7451713292796,NA,16128,15377.64,953.47,652860,NA,0,1,3,2,3,0,1,0,1,1,1,20,NA
1135,731,"1-137",1980,"Afghanistan","700","Government of Afghanistan",700,"Government of Russia (Soviet Union)","365","Harakat-i Inqilab-i Islami-yi Afghanistan ","","government","",2,"internationalized",0,"political organization","Harakat-i Inqilab-i Islami-yi Afghanistan ",0,1,"Islamist",NA,0,"explicit link","no",2500,2000,3000,"much weaker","yes","moderate","low","low","low","yes","much of Afghanistan outside of Kabul","moderate","civil war","no","no","no",NA,NA,"military"," United States, United Kingdom, Pakistan, China, Saudi Arabia",NA,"military","Soviet Union","no","low activity",0,1,0,0,0,NA,NA,0,"civil war",3287,1,1,0,1,0,0,1,0,1,0,0,0.11,0.11,1,0,0,1978,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,5,5,NA,NA,1,1,1,1,NA,NA,-2.9398447934074,0.297215572426093,65.6000061035156,0,0.658280968666077,0.271799981594086,12,9,17.9797793493145,NA,16063,15337.9,954.86,652860,NA,0,2,3,2,5,0,1,0,1,1,1,20,NA
1136,760,"1-137",1980,"Afghanistan","700","Government of Afghanistan",700,"Government of Russia (Soviet Union)","365","Hizb-i Islami-yi Afghanistan - Khalis faction","","government","",2,"internationalized",0,"splinter","Hizb-i Islami-yi Afghanistan",1,0,"Islamist",NA,0,"explicit link","no",2000,1000,3000,"much weaker","yes","moderate","low","low","low","yes","much of Afghanistan outside Kabul","moderate","civil war","no","no","no",NA,NA,"military","United States, United Kingdom, Pakistan, China, Saudi Arabia",NA,"military","Soviet Union","no","low activity",0,1,0,0,0,NA,NA,0,"civil war",4382,1,1,0,1,1,0,1,0,1,0,0,0.41,0.41,1,0,0,1984,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,5,5,NA,NA,1,1,1,1,NA,NA,-2.9398447934074,0.297215572426093,65.6000061035156,0,0.658280968666077,0.271799981594086,12,9,17.9797793493145,NA,16063,15337.9,954.86,652860,NA,0,2,3,2,6,0,1,0,1,1,1,20,NA
1137,733,"1-137",1980,"Afghanistan","700","Government of Afghanistan",700,"Government of Russia (Soviet Union)","365","Jabha-yi Nijat-i Milli-yi Afghanistan ","","government","",1,"internationalized",0,"political organization","Jabha-yi Nijat-i Milli-yi Afghanistan ",0,0,"Islamist",NA,0,"explicit link","no",2250,1500,3000,"much weaker","yes","moderate","low","low","low","yes","much of Afghanistan outside Kabul","moderate","civil war","no","no","no",NA,NA,"military","United States, United Kingdom, Pakistan, China, Saudi Arabia",NA,"military","Soviet Union","no","low activity",0,1,0,0,0,NA,NA,0,"civil war",3287,1,1,0,1,0,0,1,0,1,0,0,0.25,0.25,1,0,0,1989,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,5,5,NA,NA,1,1,1,1,NA,NA,-2.9398447934074,0.297215572426093,65.6000061035156,0,0.658280968666077,0.271799981594086,12,9,17.9797793493145,NA,16063,15337.9,954.86,652860,NA,0,2,3,2,6,0,1,0,1,1,1,20,NA
1138,732,"1-137",1980,"Afghanistan","700","Government of Afghanistan",700,"Government of Russia (Soviet Union)","365","Mahaz-i Milli-yi Islami-yi Afghanistan ","","government","",2,"internationalized",0,"political organization","Mahaz-i Milli-yi Islami-yi Afghanistan ",0,0,"Islamist",NA,0,"explicit link","no",2500,2000,3000,"much weaker","yes","moderate","low","low","low","yes","much of Afghanistan outside Kabul","moderate","civil war","no","no","no",NA,NA,"military","United States, United Kingdom, Pakistan, China, Saudi Arabia",NA,"military","Soviet Union","no","low activity",0,1,0,0,0,NA,NA,0,"civil war",3652,1,1,0,1,1,0,1,0,1,0,0,0.41,0.41,1,0,0,1988,0,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,5,5,NA,NA,1,1,1,1,NA,NA,-2.9398447934074,0.297215572426093,65.6000061035156,0,0.658280968666077,0.271799981594086,12,9,17.9797793493145,NA,16063,15337.9,954.86,652860,NA,0,2,3,2,5,0,1,0,1,1,1,20,NA
1139,735,"1-137",1981,"Afghanistan","700","Government of Afghanistan",700,"Government of Russia (Soviet Union)","365","Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ","","government","",1,"internationalized",0,"political organization","Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ",0,0,"Islamist",NA,0,"explicit link","no",1250,1000,1500,"much weaker","yes","moderate","low","low","low","yes","much of Afghanistan outside Kabul","moderate","civil war","no","no","no",NA,NA,"military","United States, United Kingdom, Pakistan, China, Saudi Arabia",NA,"military","Soviet Union","no","low activity",0,1,0,0,0,NA,NA,0,"civil war",2725,1,1,0,1,0,0,1,0,1,0,0,0.41,0.41,1,0,0,1988,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,5,NA,NA,1,1,1,1,NA,0,-3.09057850451566,0.312692347528231,65.6000061035156,0,0.658280968666077,0.271799981594086,12,9,15.6472763440703,NA,15862,16770.32,1057.26,652860,NA,0,2,2,2,5,0,1,0,1,1,1,20,NA
1140,737,"1-137",1984,"Afghanistan","700","Government of Afghanistan",700,"Government of Russia (Soviet Union)","365","Harakat-i Islami-yi Afghanistan","","government","",1,"internationalized",0,"political organization","Harakat-i Islami-yi Afghanistan",0,0,"Islamist",NA,0,"explicit link","no",2000,2000,2000,"much weaker","yes","moderate","low","low","low","yes","some of central Afghanistan","low","civil war","no","no","no",NA,"no",NA,"",NA,"military","Soviet Union","no","low activity",0,1,0,0,0,0,NA,0,"civil war",365,1,1,0,1,0,0,1,0,1,0,0,0.41,0.41,1,0,0,1988,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,5,NA,NA,1,1,1,NA,NA,0,-2.97967226974688,0.322326117428744,65.6000061035156,0,0.658280968666077,0.271799981594086,12,9,NA,NA,14814,17363.84,1172.12,652860,NA,0,2,1,2,0,0,1,0,1,1,1,20,NA
1141,412,"1-137",1980,"Afghanistan","700","Government of Afghanistan",700,"Government of Russia (Soviet Union)","365","Hizb-i Islami-yi Afghanistan","","government","",2,"internationalized",0,"splinter","Jam'iyyat-i Islami-yi Afghanistan",1,1,"Islamist",NA,0,"no",NA,NA,NA,NA,"weaker","yes","moderate","moderate","low","low","no",NA,NA,"civil war","explicit","major","extensive","Pakistan; Iran",NA,"military","US; Pakistan; Saudi Arabia; Iran",NA,"troops","USSR","no",NA,0,0,1,1,1,NA,NA,0,"civil war",3286,1,1,0,1,1,0,1,0,1,0,0,0.41,0.41,1,0,0,1996,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,5,5,NA,NA,1,1,1,1,NA,NA,-2.9398447934074,0.297215572426093,65.6000061035156,0,0.658280968666077,0.271799981594086,12,9,17.9797793493145,NA,16063,15337.9,954.86,652860,NA,0,2,3,2,6,0,1,0,1,1,1,20,NA
1142,413,"1-137",1989,"Afghanistan","700","Government of Afghanistan",700,"Government of Russia (Soviet Union)","365","Hizb-i Wahdat","","government","",1,"internationalized",0,"alliance","Harakat-i Islami-yi Afghanistan; others",1,0,"Islamist",NA,0,"no",NA,116000,116000,116000,"parity","yes","moderate","low","moderate","moderate","no",NA,NA,"civil war","explicit","major","extensive","Iran",NA,"military","Iran",NA,"military","USSR","no","rebel victory",0,0,1,1,1,NA,NA,0,"civil war",2497,1,1,1,1,1,0,1,0,1,0,0,0.11,0.11,1,0,0,2013,0,0,0,1,1,0,0,1,0,0,0,0,0,0,4,5,5,NA,1,NA,NA,NA,0,0,-2.40065241455492,0.246347219862388,65.6000061035156,0,0.658280968666077,0.271799981594086,12,9,NA,NA,14346,12705.77,885.67,652860,-8,0,0,0,NA,1,0,1,0,1,1,1,20,25
1143,476,"1-137",1990,"Afghanistan","700","Government of Afghanistan",700,"","","Military faction (forces of Shahnawaz Tanay)","","government","",1,"internal",0,"military faction","Afghan Army",1,0,"Coup; Islamist",NA,0,"no",NA,NA,NA,NA,"weaker","yes","moderate","low","moderate","moderate","no",NA,NA,"coup d'etat",NA,NA,NA,".",NA,NA,".",NA,NA,".",NA,"government victory",0,0,NA,NA,NA,NA,NA,NA,"coup d'etat",2,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,2001,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,4,5,NA,1,NA,NA,NA,0,0,-2.1483927194612,0.233289559264196,65.6000061035156,0,0.658280968666077,0.271799981594086,12,9,NA,NA,14754,12332.09,835.85,652860,-8,0,0,4,1,0,0,1,0,1,1,1,20,108
